Using device: cuda
Initialized new model
============================================================
MODEL PARAMETER COUNT
============================================================
Encoder parameters:    12,232,320
Decoder parameters:    970,016
Total parameters:      13,202,336
============================================================
Training from step 0 to 1000000
Step 0 (0.0%): Train Loss = 1.488727, Val Loss = 1.173882, Gnorm = 5.076918, Samples = 256, LR = 2.00e-04, Steps/sec = 0.00, Samples/sec = 0.0
Step 74500 (7.5%): Train Loss = 0.047676, Val Loss = 0.047502, Gnorm = 0.105048, Samples = 19072256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 75000 (7.5%): Train Loss = 0.047399, Val Loss = 0.045259, Gnorm = 0.150295, Samples = 19200256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 75500 (7.6%): Train Loss = 0.049441, Val Loss = 0.046297, Gnorm = 0.101096, Samples = 19328256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 76000 (7.6%): Train Loss = 0.047733, Val Loss = 0.055783, Gnorm = 0.095959, Samples = 19456256, LR = 1.97e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 76500 (7.7%): Train Loss = 0.044535, Val Loss = 0.044642, Gnorm = 0.091570, Samples = 19584256, LR = 1.97e-04, Steps/sec = 1.03, Samples/sec = 264.5
Step 77000 (7.7%): Train Loss = 0.046685, Val Loss = 0.047663, Gnorm = 0.071446, Samples = 19712256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.0
Step 77500 (7.8%): Train Loss = 0.046268, Val Loss = 0.049154, Gnorm = 0.141343, Samples = 19840256, LR = 1.97e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 78000 (7.8%): Train Loss = 0.047353, Val Loss = 0.045546, Gnorm = 0.084925, Samples = 19968256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.8
Step 78500 (7.9%): Train Loss = 0.048838, Val Loss = 0.047190, Gnorm = 0.100773, Samples = 20096256, LR = 1.97e-04, Steps/sec = 1.03, Samples/sec = 264.6
Step 79000 (7.9%): Train Loss = 0.044229, Val Loss = 0.047218, Gnorm = 0.069807, Samples = 20224256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.1
Step 79500 (8.0%): Train Loss = 0.044059, Val Loss = 0.044420, Gnorm = 0.066593, Samples = 20352256, LR = 1.97e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 80000 (8.0%): Train Loss = 0.045451, Val Loss = 0.046702, Gnorm = 0.160917, Samples = 20480256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 80500 (8.1%): Train Loss = 0.045432, Val Loss = 0.041984, Gnorm = 0.087126, Samples = 20608256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.7
Step 81000 (8.1%): Train Loss = 0.044276, Val Loss = 0.041077, Gnorm = 0.062995, Samples = 20736256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 81500 (8.2%): Train Loss = 0.044048, Val Loss = 0.046929, Gnorm = 0.090973, Samples = 20864256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 82000 (8.2%): Train Loss = 0.046762, Val Loss = 0.044043, Gnorm = 0.078690, Samples = 20992256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 82500 (8.3%): Train Loss = 0.047048, Val Loss = 0.040723, Gnorm = 0.126825, Samples = 21120256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.0
Step 83000 (8.3%): Train Loss = 0.044767, Val Loss = 0.043975, Gnorm = 0.072826, Samples = 21248256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 83500 (8.4%): Train Loss = 0.045236, Val Loss = 0.042245, Gnorm = 0.058647, Samples = 21376256, LR = 1.97e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 84000 (8.4%): Train Loss = 0.045489, Val Loss = 0.041560, Gnorm = 0.071821, Samples = 21504256, LR = 1.97e-04, Steps/sec = 1.01, Samples/sec = 258.1
Step 84500 (8.5%): Train Loss = 0.047992, Val Loss = 0.043151, Gnorm = 0.159295, Samples = 21632256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 85000 (8.5%): Train Loss = 0.048148, Val Loss = 0.046151, Gnorm = 0.087954, Samples = 21760256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 258.2
Step 85500 (8.6%): Train Loss = 0.049204, Val Loss = 0.044539, Gnorm = 0.105316, Samples = 21888256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 86000 (8.6%): Train Loss = 0.049259, Val Loss = 0.039610, Gnorm = 0.070906, Samples = 22016256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 257.3
Step 86500 (8.7%): Train Loss = 0.047686, Val Loss = 0.040122, Gnorm = 0.091431, Samples = 22144256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 266.7
Step 87000 (8.7%): Train Loss = 0.046945, Val Loss = 0.046895, Gnorm = 0.079609, Samples = 22272256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 87500 (8.8%): Train Loss = 0.044788, Val Loss = 0.043536, Gnorm = 0.161230, Samples = 22400256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 258.8
Step 88000 (8.8%): Train Loss = 0.047992, Val Loss = 0.041094, Gnorm = 0.100402, Samples = 22528256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 88500 (8.9%): Train Loss = 0.044091, Val Loss = 0.045323, Gnorm = 0.084730, Samples = 22656256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 89000 (8.9%): Train Loss = 0.043124, Val Loss = 0.039609, Gnorm = 0.071953, Samples = 22784256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 266.2
Step 89500 (9.0%): Train Loss = 0.044354, Val Loss = 0.048005, Gnorm = 0.099618, Samples = 22912256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 90000 (9.0%): Train Loss = 0.042958, Val Loss = 0.048007, Gnorm = 0.078356, Samples = 23040256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 259.2
Step 90500 (9.1%): Train Loss = 0.043298, Val Loss = 0.041296, Gnorm = 0.055040, Samples = 23168256, LR = 1.96e-04, Steps/sec = 1.03, Samples/sec = 264.4
Step 91000 (9.1%): Train Loss = 0.042904, Val Loss = 0.042080, Gnorm = 0.052637, Samples = 23296256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 258.0
Step 91500 (9.2%): Train Loss = 0.046549, Val Loss = 0.047265, Gnorm = 0.060678, Samples = 23424256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 92000 (9.2%): Train Loss = 0.043884, Val Loss = 0.043745, Gnorm = 0.086568, Samples = 23552256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 257.9
Step 92500 (9.3%): Train Loss = 0.045004, Val Loss = 0.042289, Gnorm = 0.125927, Samples = 23680256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 93000 (9.3%): Train Loss = 0.045118, Val Loss = 0.041584, Gnorm = 0.107632, Samples = 23808256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 93500 (9.4%): Train Loss = 0.043603, Val Loss = 0.047831, Gnorm = 0.088723, Samples = 23936256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 258.0
Step 94000 (9.4%): Train Loss = 0.043838, Val Loss = 0.042279, Gnorm = 0.105918, Samples = 24064256, LR = 1.96e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 94500 (9.5%): Train Loss = 0.041292, Val Loss = 0.040317, Gnorm = 0.082113, Samples = 24192256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 95000 (9.5%): Train Loss = 0.045149, Val Loss = 0.040299, Gnorm = 0.065123, Samples = 24320256, LR = 1.96e-04, Steps/sec = 1.03, Samples/sec = 264.4
Step 95500 (9.6%): Train Loss = 0.044227, Val Loss = 0.041473, Gnorm = 0.105654, Samples = 24448256, LR = 1.96e-04, Steps/sec = 1.01, Samples/sec = 257.8
Step 96000 (9.6%): Train Loss = 0.046680, Val Loss = 0.050217, Gnorm = 0.139009, Samples = 24576256, LR = 1.95e-04, Steps/sec = 1.03, Samples/sec = 263.8
Step 96500 (9.7%): Train Loss = 0.047201, Val Loss = 0.040676, Gnorm = 0.170054, Samples = 24704256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 97000 (9.7%): Train Loss = 0.040165, Val Loss = 0.041550, Gnorm = 0.107777, Samples = 24832256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 258.7
Step 97500 (9.8%): Train Loss = 0.043515, Val Loss = 0.044938, Gnorm = 0.111211, Samples = 24960256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 98000 (9.8%): Train Loss = 0.044546, Val Loss = 0.041337, Gnorm = 0.096680, Samples = 25088256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 98500 (9.9%): Train Loss = 0.049611, Val Loss = 0.041786, Gnorm = 0.094474, Samples = 25216256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 99000 (9.9%): Train Loss = 0.043332, Val Loss = 0.041356, Gnorm = 0.189203, Samples = 25344256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 99500 (10.0%): Train Loss = 0.043840, Val Loss = 0.041488, Gnorm = 0.132262, Samples = 25472256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 100000 (10.0%): Train Loss = 0.043383, Val Loss = 0.040868, Gnorm = 0.154184, Samples = 25600256, LR = 1.95e-04, Steps/sec = 1.03, Samples/sec = 264.7
Step 100500 (10.1%): Train Loss = 0.040533, Val Loss = 0.039349, Gnorm = 0.086483, Samples = 25728256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 101000 (10.1%): Train Loss = 0.041118, Val Loss = 0.039981, Gnorm = 0.093461, Samples = 25856256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 101500 (10.2%): Train Loss = 0.046476, Val Loss = 0.041466, Gnorm = 0.187328, Samples = 25984256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 258.9
Step 102000 (10.2%): Train Loss = 0.041277, Val Loss = 0.043704, Gnorm = 0.059903, Samples = 26112256, LR = 1.95e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 102500 (10.3%): Train Loss = 0.043284, Val Loss = 0.043945, Gnorm = 0.087922, Samples = 26240256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 258.0
Step 103000 (10.3%): Train Loss = 0.044790, Val Loss = 0.041939, Gnorm = 0.103475, Samples = 26368256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 103500 (10.4%): Train Loss = 0.047057, Val Loss = 0.040116, Gnorm = 0.172948, Samples = 26496256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 104000 (10.4%): Train Loss = 0.041331, Val Loss = 0.040453, Gnorm = 0.119341, Samples = 26624256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 104500 (10.5%): Train Loss = 0.045315, Val Loss = 0.041019, Gnorm = 0.216489, Samples = 26752256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 105000 (10.5%): Train Loss = 0.041657, Val Loss = 0.039159, Gnorm = 0.050497, Samples = 26880256, LR = 1.95e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 105500 (10.6%): Train Loss = 0.045025, Val Loss = 0.041381, Gnorm = 0.104888, Samples = 27008256, LR = 1.95e-04, Steps/sec = 1.04, Samples/sec = 265.3
Step 106000 (10.6%): Train Loss = 0.041910, Val Loss = 0.039912, Gnorm = 0.106565, Samples = 27136256, LR = 1.95e-04, Steps/sec = 1.03, Samples/sec = 264.4
Step 106500 (10.7%): Train Loss = 0.043000, Val Loss = 0.043648, Gnorm = 0.082615, Samples = 27264256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 107000 (10.7%): Train Loss = 0.039099, Val Loss = 0.041568, Gnorm = 0.094958, Samples = 27392256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.1
Step 107500 (10.8%): Train Loss = 0.042084, Val Loss = 0.039575, Gnorm = 0.096196, Samples = 27520256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 108000 (10.8%): Train Loss = 0.040834, Val Loss = 0.039297, Gnorm = 0.144270, Samples = 27648256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 108500 (10.9%): Train Loss = 0.045022, Val Loss = 0.042102, Gnorm = 0.101927, Samples = 27776256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.8
Step 109000 (10.9%): Train Loss = 0.043689, Val Loss = 0.038244, Gnorm = 0.233523, Samples = 27904256, LR = 1.94e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 109500 (11.0%): Train Loss = 0.042061, Val Loss = 0.036756, Gnorm = 0.104432, Samples = 28032256, LR = 1.94e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 110000 (11.0%): Train Loss = 0.042754, Val Loss = 0.039451, Gnorm = 0.190045, Samples = 28160256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.3
Step 110500 (11.1%): Train Loss = 0.043115, Val Loss = 0.038093, Gnorm = 0.170913, Samples = 28288256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 111000 (11.1%): Train Loss = 0.044313, Val Loss = 0.042432, Gnorm = 0.076973, Samples = 28416256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.8
Step 111500 (11.2%): Train Loss = 0.038098, Val Loss = 0.038279, Gnorm = 0.076770, Samples = 28544256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 112000 (11.2%): Train Loss = 0.041634, Val Loss = 0.043066, Gnorm = 0.122841, Samples = 28672256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.3
Step 112500 (11.3%): Train Loss = 0.040183, Val Loss = 0.040629, Gnorm = 0.109529, Samples = 28800256, LR = 1.94e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 113000 (11.3%): Train Loss = 0.040415, Val Loss = 0.037422, Gnorm = 0.148574, Samples = 28928256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.6
Step 113500 (11.4%): Train Loss = 0.040895, Val Loss = 0.041213, Gnorm = 0.052517, Samples = 29056256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 259.2
Step 114000 (11.4%): Train Loss = 0.042149, Val Loss = 0.039024, Gnorm = 0.221852, Samples = 29184256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 114500 (11.5%): Train Loss = 0.041565, Val Loss = 0.037283, Gnorm = 0.211934, Samples = 29312256, LR = 1.94e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 115000 (11.5%): Train Loss = 0.043290, Val Loss = 0.036751, Gnorm = 0.094447, Samples = 29440256, LR = 1.94e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 115500 (11.6%): Train Loss = 0.039333, Val Loss = 0.037726, Gnorm = 0.067366, Samples = 29568256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 258.1
Step 116000 (11.6%): Train Loss = 0.041390, Val Loss = 0.038365, Gnorm = 0.108115, Samples = 29696256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 116500 (11.7%): Train Loss = 0.039820, Val Loss = 0.034699, Gnorm = 0.107416, Samples = 29824256, LR = 1.93e-04, Steps/sec = 1.03, Samples/sec = 265.0
Step 117000 (11.7%): Train Loss = 0.040430, Val Loss = 0.037586, Gnorm = 0.072228, Samples = 29952256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 259.5
Step 117500 (11.8%): Train Loss = 0.043069, Val Loss = 0.038335, Gnorm = 0.073179, Samples = 30080256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 118000 (11.8%): Train Loss = 0.042870, Val Loss = 0.035792, Gnorm = 0.112522, Samples = 30208256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 258.6
Step 118500 (11.9%): Train Loss = 0.038285, Val Loss = 0.039004, Gnorm = 0.079698, Samples = 30336256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 119000 (11.9%): Train Loss = 0.037649, Val Loss = 0.040069, Gnorm = 0.119125, Samples = 30464256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 258.3
Step 119500 (12.0%): Train Loss = 0.040406, Val Loss = 0.037827, Gnorm = 0.086955, Samples = 30592256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 120000 (12.0%): Train Loss = 0.041908, Val Loss = 0.042627, Gnorm = 0.137672, Samples = 30720256, LR = 1.93e-04, Steps/sec = 1.03, Samples/sec = 264.2
Step 120500 (12.1%): Train Loss = 0.040917, Val Loss = 0.039268, Gnorm = 0.080535, Samples = 30848256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 257.6
Step 121000 (12.1%): Train Loss = 0.040541, Val Loss = 0.039662, Gnorm = 0.078770, Samples = 30976256, LR = 1.93e-04, Steps/sec = 1.03, Samples/sec = 264.8
Step 121500 (12.2%): Train Loss = 0.040087, Val Loss = 0.037757, Gnorm = 0.129165, Samples = 31104256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 257.8
Step 122000 (12.2%): Train Loss = 0.039550, Val Loss = 0.038824, Gnorm = 0.113231, Samples = 31232256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 122500 (12.3%): Train Loss = 0.038355, Val Loss = 0.039738, Gnorm = 0.082285, Samples = 31360256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 257.7
Step 123000 (12.3%): Train Loss = 0.039300, Val Loss = 0.037853, Gnorm = 0.178393, Samples = 31488256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 123500 (12.4%): Train Loss = 0.043804, Val Loss = 0.040988, Gnorm = 0.289510, Samples = 31616256, LR = 1.93e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 124000 (12.4%): Train Loss = 0.039504, Val Loss = 0.041825, Gnorm = 0.211170, Samples = 31744256, LR = 1.93e-04, Steps/sec = 1.01, Samples/sec = 258.3
Step 124500 (12.5%): Train Loss = 0.039154, Val Loss = 0.039837, Gnorm = 0.100815, Samples = 31872256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 125000 (12.5%): Train Loss = 0.037838, Val Loss = 0.039296, Gnorm = 0.105954, Samples = 32000256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 259.0
Step 125500 (12.6%): Train Loss = 0.042632, Val Loss = 0.035957, Gnorm = 0.093699, Samples = 32128256, LR = 1.92e-04, Steps/sec = 1.03, Samples/sec = 264.5
Step 126000 (12.6%): Train Loss = 0.042448, Val Loss = 0.038852, Gnorm = 0.085001, Samples = 32256256, LR = 1.92e-04, Steps/sec = 1.03, Samples/sec = 263.7
Step 126500 (12.7%): Train Loss = 0.043528, Val Loss = 0.034871, Gnorm = 0.179071, Samples = 32384256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 127000 (12.7%): Train Loss = 0.038558, Val Loss = 0.035963, Gnorm = 0.200105, Samples = 32512256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 127500 (12.8%): Train Loss = 0.040059, Val Loss = 0.034301, Gnorm = 0.052000, Samples = 32640256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 128000 (12.8%): Train Loss = 0.039699, Val Loss = 0.034963, Gnorm = 0.145011, Samples = 32768256, LR = 1.92e-04, Steps/sec = 1.03, Samples/sec = 264.2
Step 128500 (12.9%): Train Loss = 0.037297, Val Loss = 0.035274, Gnorm = 0.076355, Samples = 32896256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 129000 (12.9%): Train Loss = 0.038257, Val Loss = 0.036521, Gnorm = 0.073162, Samples = 33024256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 129500 (13.0%): Train Loss = 0.041185, Val Loss = 0.034434, Gnorm = 0.182107, Samples = 33152256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 265.5
Step 130000 (13.0%): Train Loss = 0.041060, Val Loss = 0.038035, Gnorm = 0.155745, Samples = 33280256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 258.9
Step 130500 (13.1%): Train Loss = 0.036447, Val Loss = 0.034503, Gnorm = 0.121806, Samples = 33408256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 265.4
Step 131000 (13.1%): Train Loss = 0.038210, Val Loss = 0.036079, Gnorm = 0.061391, Samples = 33536256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 259.1
Step 131500 (13.2%): Train Loss = 0.037883, Val Loss = 0.033127, Gnorm = 0.102287, Samples = 33664256, LR = 1.92e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 132000 (13.2%): Train Loss = 0.041441, Val Loss = 0.035810, Gnorm = 0.098853, Samples = 33792256, LR = 1.92e-04, Steps/sec = 1.01, Samples/sec = 258.8
Step 132500 (13.3%): Train Loss = 0.040793, Val Loss = 0.040953, Gnorm = 0.280025, Samples = 33920256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 133000 (13.3%): Train Loss = 0.037566, Val Loss = 0.037845, Gnorm = 0.076641, Samples = 34048256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 133500 (13.4%): Train Loss = 0.037288, Val Loss = 0.037331, Gnorm = 0.135914, Samples = 34176256, LR = 1.91e-04, Steps/sec = 1.01, Samples/sec = 259.4
Step 134000 (13.4%): Train Loss = 0.037912, Val Loss = 0.038091, Gnorm = 0.151908, Samples = 34304256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.0
Step 134500 (13.5%): Train Loss = 0.040958, Val Loss = 0.037923, Gnorm = 0.119852, Samples = 34432256, LR = 1.91e-04, Steps/sec = 1.01, Samples/sec = 258.2
Step 135000 (13.5%): Train Loss = 0.038474, Val Loss = 0.041119, Gnorm = 0.135442, Samples = 34560256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 266.1
Step 135500 (13.6%): Train Loss = 0.040448, Val Loss = 0.038369, Gnorm = 0.124573, Samples = 34688256, LR = 1.91e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 136000 (13.6%): Train Loss = 0.040049, Val Loss = 0.035978, Gnorm = 0.087442, Samples = 34816256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 136500 (13.7%): Train Loss = 0.038816, Val Loss = 0.035984, Gnorm = 0.120655, Samples = 34944256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.1
Step 137000 (13.7%): Train Loss = 0.039489, Val Loss = 0.039710, Gnorm = 0.158614, Samples = 35072256, LR = 1.91e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 137500 (13.8%): Train Loss = 0.037932, Val Loss = 0.037148, Gnorm = 0.136219, Samples = 35200256, LR = 1.91e-04, Steps/sec = 1.03, Samples/sec = 264.9
Step 138000 (13.8%): Train Loss = 0.036825, Val Loss = 0.039188, Gnorm = 0.065872, Samples = 35328256, LR = 1.91e-04, Steps/sec = 1.01, Samples/sec = 258.4
Step 138500 (13.9%): Train Loss = 0.038444, Val Loss = 0.040469, Gnorm = 0.158732, Samples = 35456256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.2
Step 139000 (13.9%): Train Loss = 0.036954, Val Loss = 0.036662, Gnorm = 0.054111, Samples = 35584256, LR = 1.91e-04, Steps/sec = 1.00, Samples/sec = 257.1
Step 139500 (14.0%): Train Loss = 0.034725, Val Loss = 0.039510, Gnorm = 0.089358, Samples = 35712256, LR = 1.91e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 140000 (14.0%): Train Loss = 0.041312, Val Loss = 0.034571, Gnorm = 0.198921, Samples = 35840256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 265.9
Step 140500 (14.1%): Train Loss = 0.038460, Val Loss = 0.035493, Gnorm = 0.244643, Samples = 35968256, LR = 1.90e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 141000 (14.1%): Train Loss = 0.038460, Val Loss = 0.037917, Gnorm = 0.078395, Samples = 36096256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 267.3
Step 141500 (14.2%): Train Loss = 0.038439, Val Loss = 0.037155, Gnorm = 0.088461, Samples = 36224256, LR = 1.90e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 142000 (14.2%): Train Loss = 0.037297, Val Loss = 0.036975, Gnorm = 0.090792, Samples = 36352256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 266.0
Step 142500 (14.3%): Train Loss = 0.037436, Val Loss = 0.038614, Gnorm = 0.164184, Samples = 36480256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 265.9
Step 143000 (14.3%): Train Loss = 0.037652, Val Loss = 0.036732, Gnorm = 0.207495, Samples = 36608256, LR = 1.90e-04, Steps/sec = 1.01, Samples/sec = 259.7
Step 143500 (14.4%): Train Loss = 0.035456, Val Loss = 0.033721, Gnorm = 0.207150, Samples = 36736256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 266.3
Step 144000 (14.4%): Train Loss = 0.036622, Val Loss = 0.034498, Gnorm = 0.252635, Samples = 36864256, LR = 1.90e-04, Steps/sec = 1.01, Samples/sec = 258.5
Step 144500 (14.5%): Train Loss = 0.035933, Val Loss = 0.034888, Gnorm = 0.097538, Samples = 36992256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 266.2
Step 145000 (14.5%): Train Loss = 0.039588, Val Loss = 0.036286, Gnorm = 0.109673, Samples = 37120256, LR = 1.90e-04, Steps/sec = 1.01, Samples/sec = 259.3
Step 145500 (14.6%): Train Loss = 0.038028, Val Loss = 0.035048, Gnorm = 0.134010, Samples = 37248256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 265.8
Step 146000 (14.6%): Train Loss = 0.037447, Val Loss = 0.034622, Gnorm = 0.123217, Samples = 37376256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 265.7
Step 146500 (14.7%): Train Loss = 0.040971, Val Loss = 0.038955, Gnorm = 0.135109, Samples = 37504256, LR = 1.90e-04, Steps/sec = 1.02, Samples/sec = 260.3
Step 147000 (14.7%): Train Loss = 0.040269, Val Loss = 0.034829, Gnorm = 0.331141, Samples = 37632256, LR = 1.90e-04, Steps/sec = 1.04, Samples/sec = 265.6
Step 147500 (14.8%): Train Loss = 0.039791, Val Loss = 0.035280, Gnorm = 0.072775, Samples = 37760256, LR = 1.89e-04, Steps/sec = 1.01, Samples/sec = 258.9
Step 148000 (14.8%): Train Loss = 0.035616, Val Loss = 0.033871, Gnorm = 0.114147, Samples = 37888256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 266.4
Step 148500 (14.9%): Train Loss = 0.037924, Val Loss = 0.036624, Gnorm = 0.155411, Samples = 38016256, LR = 1.89e-04, Steps/sec = 1.02, Samples/sec = 259.9
Step 149000 (14.9%): Train Loss = 0.040963, Val Loss = 0.036048, Gnorm = 0.190598, Samples = 38144256, LR = 1.89e-04, Steps/sec = 1.04, Samples/sec = 267.4
