Using device: cuda
Initialized new model
============================================================
MODEL PARAMETER COUNT
============================================================
Encoder parameters:    12,232,320
Decoder parameters:    970,016
Total parameters:      13,202,336
============================================================
Training from step 0 to 1000000
Step 0 (0.0%): Train Loss = 1.846472, Val Loss = 1.295519, Gnorm = 6.976364, Samples = 256, LR = 2.00e-04, Steps/sec = 0.00, Samples/sec = 0.0
Step 74500 (7.5%): Train Loss = 0.337949, Val Loss = 0.324845, Gnorm = 0.207245, Samples = 19072256, LR = 1.97e-04, Steps/sec = 1.10, Samples/sec = 280.5
Step 75000 (7.5%): Train Loss = 0.357331, Val Loss = 0.313322, Gnorm = 0.236938, Samples = 19200256, LR = 1.97e-04, Steps/sec = 1.13, Samples/sec = 288.8
Step 75500 (7.6%): Train Loss = 0.348020, Val Loss = 0.349995, Gnorm = 0.266961, Samples = 19328256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 76000 (7.6%): Train Loss = 0.342181, Val Loss = 0.306238, Gnorm = 0.217997, Samples = 19456256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 76500 (7.7%): Train Loss = 0.325789, Val Loss = 0.356878, Gnorm = 0.231284, Samples = 19584256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 286.7
Step 77000 (7.7%): Train Loss = 0.352021, Val Loss = 0.345119, Gnorm = 0.167283, Samples = 19712256, LR = 1.97e-04, Steps/sec = 1.10, Samples/sec = 280.6
Step 77500 (7.8%): Train Loss = 0.371385, Val Loss = 0.401537, Gnorm = 0.215031, Samples = 19840256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 78000 (7.8%): Train Loss = 0.346494, Val Loss = 0.321456, Gnorm = 0.201597, Samples = 19968256, LR = 1.97e-04, Steps/sec = 1.10, Samples/sec = 280.5
Step 78500 (7.9%): Train Loss = 0.343442, Val Loss = 0.320736, Gnorm = 0.224401, Samples = 20096256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 79000 (7.9%): Train Loss = 0.346337, Val Loss = 0.331184, Gnorm = 0.228446, Samples = 20224256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 79500 (8.0%): Train Loss = 0.333215, Val Loss = 0.341747, Gnorm = 0.225313, Samples = 20352256, LR = 1.97e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 80000 (8.0%): Train Loss = 0.336377, Val Loss = 0.320930, Gnorm = 0.203123, Samples = 20480256, LR = 1.97e-04, Steps/sec = 1.13, Samples/sec = 288.5
Step 80500 (8.1%): Train Loss = 0.317617, Val Loss = 0.330248, Gnorm = 0.259597, Samples = 20608256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 81000 (8.1%): Train Loss = 0.329964, Val Loss = 0.327621, Gnorm = 0.201258, Samples = 20736256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 81500 (8.2%): Train Loss = 0.349448, Val Loss = 0.314619, Gnorm = 0.215593, Samples = 20864256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 82000 (8.2%): Train Loss = 0.329033, Val Loss = 0.304510, Gnorm = 0.184750, Samples = 20992256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 82500 (8.3%): Train Loss = 0.341380, Val Loss = 0.333630, Gnorm = 0.251981, Samples = 21120256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 83000 (8.3%): Train Loss = 0.327155, Val Loss = 0.326857, Gnorm = 0.174328, Samples = 21248256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 83500 (8.4%): Train Loss = 0.348599, Val Loss = 0.331527, Gnorm = 0.219156, Samples = 21376256, LR = 1.97e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 84000 (8.4%): Train Loss = 0.344256, Val Loss = 0.300903, Gnorm = 0.186030, Samples = 21504256, LR = 1.97e-04, Steps/sec = 1.09, Samples/sec = 279.1
Step 84500 (8.5%): Train Loss = 0.321610, Val Loss = 0.324373, Gnorm = 0.176294, Samples = 21632256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 85000 (8.5%): Train Loss = 0.338237, Val Loss = 0.323500, Gnorm = 0.271737, Samples = 21760256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 279.7
Step 85500 (8.6%): Train Loss = 0.346079, Val Loss = 0.321316, Gnorm = 0.200121, Samples = 21888256, LR = 1.96e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 86000 (8.6%): Train Loss = 0.337366, Val Loss = 0.349388, Gnorm = 0.173621, Samples = 22016256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 86500 (8.7%): Train Loss = 0.333862, Val Loss = 0.320455, Gnorm = 0.228861, Samples = 22144256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.6
Step 87000 (8.7%): Train Loss = 0.340600, Val Loss = 0.331050, Gnorm = 0.318400, Samples = 22272256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 87500 (8.8%): Train Loss = 0.350263, Val Loss = 0.322305, Gnorm = 0.177054, Samples = 22400256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 279.6
Step 88000 (8.8%): Train Loss = 0.330499, Val Loss = 0.294945, Gnorm = 0.168625, Samples = 22528256, LR = 1.96e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 88500 (8.9%): Train Loss = 0.332629, Val Loss = 0.324857, Gnorm = 0.213793, Samples = 22656256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 279.9
Step 89000 (8.9%): Train Loss = 0.335478, Val Loss = 0.314304, Gnorm = 0.238911, Samples = 22784256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 89500 (9.0%): Train Loss = 0.358468, Val Loss = 0.313507, Gnorm = 0.200257, Samples = 22912256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 90000 (9.0%): Train Loss = 0.337874, Val Loss = 0.313359, Gnorm = 0.160329, Samples = 23040256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 280.3
Step 90500 (9.1%): Train Loss = 0.344550, Val Loss = 0.299171, Gnorm = 0.165409, Samples = 23168256, LR = 1.96e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 91000 (9.1%): Train Loss = 0.340828, Val Loss = 0.342464, Gnorm = 0.220101, Samples = 23296256, LR = 1.96e-04, Steps/sec = 1.08, Samples/sec = 277.6
Step 91500 (9.2%): Train Loss = 0.316644, Val Loss = 0.318808, Gnorm = 0.178774, Samples = 23424256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 92000 (9.2%): Train Loss = 0.322248, Val Loss = 0.300811, Gnorm = 0.180639, Samples = 23552256, LR = 1.96e-04, Steps/sec = 1.09, Samples/sec = 279.7
Step 92500 (9.3%): Train Loss = 0.336443, Val Loss = 0.294671, Gnorm = 0.209433, Samples = 23680256, LR = 1.96e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 93000 (9.3%): Train Loss = 0.339500, Val Loss = 0.344461, Gnorm = 0.212138, Samples = 23808256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 93500 (9.4%): Train Loss = 0.333020, Val Loss = 0.347802, Gnorm = 0.205412, Samples = 23936256, LR = 1.96e-04, Steps/sec = 1.10, Samples/sec = 280.5
Step 94000 (9.4%): Train Loss = 0.350001, Val Loss = 0.351801, Gnorm = 0.177331, Samples = 24064256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 289.5
Step 94500 (9.5%): Train Loss = 0.327945, Val Loss = 0.336655, Gnorm = 0.168986, Samples = 24192256, LR = 1.96e-04, Steps/sec = 1.10, Samples/sec = 281.3
Step 95000 (9.5%): Train Loss = 0.335648, Val Loss = 0.327334, Gnorm = 0.170167, Samples = 24320256, LR = 1.96e-04, Steps/sec = 1.13, Samples/sec = 289.8
Step 95500 (9.6%): Train Loss = 0.335275, Val Loss = 0.343986, Gnorm = 0.170563, Samples = 24448256, LR = 1.96e-04, Steps/sec = 1.10, Samples/sec = 281.3
Step 96000 (9.6%): Train Loss = 0.345473, Val Loss = 0.365246, Gnorm = 0.180102, Samples = 24576256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.5
Step 96500 (9.7%): Train Loss = 0.317515, Val Loss = 0.338315, Gnorm = 0.155772, Samples = 24704256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.1
Step 97000 (9.7%): Train Loss = 0.329727, Val Loss = 0.329731, Gnorm = 0.205506, Samples = 24832256, LR = 1.95e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 97500 (9.8%): Train Loss = 0.335647, Val Loss = 0.328831, Gnorm = 0.231850, Samples = 24960256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 288.6
Step 98000 (9.8%): Train Loss = 0.344806, Val Loss = 0.326058, Gnorm = 0.190558, Samples = 25088256, LR = 1.95e-04, Steps/sec = 1.09, Samples/sec = 280.2
Step 98500 (9.9%): Train Loss = 0.344605, Val Loss = 0.338334, Gnorm = 0.218681, Samples = 25216256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.8
Step 99000 (9.9%): Train Loss = 0.315882, Val Loss = 0.309440, Gnorm = 0.170856, Samples = 25344256, LR = 1.95e-04, Steps/sec = 1.10, Samples/sec = 281.6
Step 99500 (10.0%): Train Loss = 0.321390, Val Loss = 0.314006, Gnorm = 0.256447, Samples = 25472256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.5
Step 100000 (10.0%): Train Loss = 0.302158, Val Loss = 0.305579, Gnorm = 0.203057, Samples = 25600256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.3
Step 100500 (10.1%): Train Loss = 0.323914, Val Loss = 0.332269, Gnorm = 0.216493, Samples = 25728256, LR = 1.95e-04, Steps/sec = 1.10, Samples/sec = 280.7
Step 101000 (10.1%): Train Loss = 0.314699, Val Loss = 0.325425, Gnorm = 0.178071, Samples = 25856256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.3
Step 101500 (10.2%): Train Loss = 0.339818, Val Loss = 0.308295, Gnorm = 0.239361, Samples = 25984256, LR = 1.95e-04, Steps/sec = 1.10, Samples/sec = 281.5
Step 102000 (10.2%): Train Loss = 0.332231, Val Loss = 0.348313, Gnorm = 0.207999, Samples = 26112256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.5
Step 102500 (10.3%): Train Loss = 0.319406, Val Loss = 0.301370, Gnorm = 0.281162, Samples = 26240256, LR = 1.95e-04, Steps/sec = 1.10, Samples/sec = 281.5
Step 103000 (10.3%): Train Loss = 0.319692, Val Loss = 0.290329, Gnorm = 0.180693, Samples = 26368256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 289.3
Step 103500 (10.4%): Train Loss = 0.332247, Val Loss = 0.314588, Gnorm = 0.257147, Samples = 26496256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 104000 (10.4%): Train Loss = 0.322036, Val Loss = 0.307613, Gnorm = 0.194490, Samples = 26624256, LR = 1.95e-04, Steps/sec = 1.09, Samples/sec = 279.4
Step 104500 (10.5%): Train Loss = 0.357910, Val Loss = 0.314038, Gnorm = 0.164495, Samples = 26752256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 288.4
Step 105000 (10.5%): Train Loss = 0.310535, Val Loss = 0.300468, Gnorm = 0.183831, Samples = 26880256, LR = 1.95e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 105500 (10.6%): Train Loss = 0.348241, Val Loss = 0.301944, Gnorm = 0.179228, Samples = 27008256, LR = 1.95e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 106000 (10.6%): Train Loss = 0.324419, Val Loss = 0.304208, Gnorm = 0.219539, Samples = 27136256, LR = 1.95e-04, Steps/sec = 1.13, Samples/sec = 288.5
Step 106500 (10.7%): Train Loss = 0.324046, Val Loss = 0.293630, Gnorm = 0.174542, Samples = 27264256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 279.4
Step 107000 (10.7%): Train Loss = 0.328888, Val Loss = 0.288300, Gnorm = 0.178950, Samples = 27392256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 289.1
Step 107500 (10.8%): Train Loss = 0.311638, Val Loss = 0.301758, Gnorm = 0.201430, Samples = 27520256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 280.1
Step 108000 (10.8%): Train Loss = 0.340961, Val Loss = 0.326509, Gnorm = 0.323201, Samples = 27648256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.8
Step 108500 (10.9%): Train Loss = 0.330231, Val Loss = 0.350549, Gnorm = 0.190261, Samples = 27776256, LR = 1.94e-04, Steps/sec = 1.10, Samples/sec = 281.0
Step 109000 (10.9%): Train Loss = 0.323466, Val Loss = 0.315924, Gnorm = 0.185719, Samples = 27904256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.6
Step 109500 (11.0%): Train Loss = 0.356504, Val Loss = 0.317578, Gnorm = 0.154321, Samples = 28032256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 110000 (11.0%): Train Loss = 0.325597, Val Loss = 0.315404, Gnorm = 0.221050, Samples = 28160256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 279.9
Step 110500 (11.1%): Train Loss = 0.323564, Val Loss = 0.311106, Gnorm = 0.243601, Samples = 28288256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.0
Step 111000 (11.1%): Train Loss = 0.324794, Val Loss = 0.344873, Gnorm = 0.147561, Samples = 28416256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 280.1
Step 111500 (11.2%): Train Loss = 0.316979, Val Loss = 0.318602, Gnorm = 0.290935, Samples = 28544256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 112000 (11.2%): Train Loss = 0.331114, Val Loss = 0.322857, Gnorm = 0.260689, Samples = 28672256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 112500 (11.3%): Train Loss = 0.302389, Val Loss = 0.318114, Gnorm = 0.164194, Samples = 28800256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 289.4
Step 113000 (11.3%): Train Loss = 0.322049, Val Loss = 0.327265, Gnorm = 0.158587, Samples = 28928256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 113500 (11.4%): Train Loss = 0.323683, Val Loss = 0.308754, Gnorm = 0.238750, Samples = 29056256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 279.7
Step 114000 (11.4%): Train Loss = 0.323493, Val Loss = 0.308587, Gnorm = 0.172715, Samples = 29184256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 289.4
Step 114500 (11.5%): Train Loss = 0.312130, Val Loss = 0.344609, Gnorm = 0.246419, Samples = 29312256, LR = 1.94e-04, Steps/sec = 1.09, Samples/sec = 280.3
Step 115000 (11.5%): Train Loss = 0.324920, Val Loss = 0.331902, Gnorm = 0.213001, Samples = 29440256, LR = 1.94e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 115500 (11.6%): Train Loss = 0.322586, Val Loss = 0.303398, Gnorm = 0.206745, Samples = 29568256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 116000 (11.6%): Train Loss = 0.295866, Val Loss = 0.286354, Gnorm = 0.244416, Samples = 29696256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 116500 (11.7%): Train Loss = 0.324348, Val Loss = 0.309979, Gnorm = 0.213981, Samples = 29824256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 117000 (11.7%): Train Loss = 0.317620, Val Loss = 0.295400, Gnorm = 0.224543, Samples = 29952256, LR = 1.93e-04, Steps/sec = 1.10, Samples/sec = 280.7
Step 117500 (11.8%): Train Loss = 0.300621, Val Loss = 0.284564, Gnorm = 0.192959, Samples = 30080256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.3
Step 118000 (11.8%): Train Loss = 0.302363, Val Loss = 0.277091, Gnorm = 0.205033, Samples = 30208256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 118500 (11.9%): Train Loss = 0.333542, Val Loss = 0.299072, Gnorm = 0.276782, Samples = 30336256, LR = 1.93e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 119000 (11.9%): Train Loss = 0.322472, Val Loss = 0.316337, Gnorm = 0.196401, Samples = 30464256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 279.0
Step 119500 (12.0%): Train Loss = 0.321129, Val Loss = 0.298781, Gnorm = 0.209998, Samples = 30592256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 120000 (12.0%): Train Loss = 0.326739, Val Loss = 0.309377, Gnorm = 0.181646, Samples = 30720256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 120500 (12.1%): Train Loss = 0.334038, Val Loss = 0.317498, Gnorm = 0.207858, Samples = 30848256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 278.7
Step 121000 (12.1%): Train Loss = 0.311419, Val Loss = 0.296972, Gnorm = 0.211240, Samples = 30976256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 121500 (12.2%): Train Loss = 0.328737, Val Loss = 0.288526, Gnorm = 0.178435, Samples = 31104256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 122000 (12.2%): Train Loss = 0.298574, Val Loss = 0.310570, Gnorm = 0.346266, Samples = 31232256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.0
Step 122500 (12.3%): Train Loss = 0.307132, Val Loss = 0.294797, Gnorm = 0.190079, Samples = 31360256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 279.7
Step 123000 (12.3%): Train Loss = 0.324110, Val Loss = 0.299431, Gnorm = 0.170517, Samples = 31488256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.7
Step 123500 (12.4%): Train Loss = 0.313554, Val Loss = 0.311959, Gnorm = 0.224436, Samples = 31616256, LR = 1.93e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 124000 (12.4%): Train Loss = 0.292796, Val Loss = 0.308796, Gnorm = 0.217304, Samples = 31744256, LR = 1.93e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 124500 (12.5%): Train Loss = 0.317481, Val Loss = 0.315864, Gnorm = 0.183820, Samples = 31872256, LR = 1.92e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 125000 (12.5%): Train Loss = 0.308838, Val Loss = 0.303448, Gnorm = 0.167195, Samples = 32000256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 125500 (12.6%): Train Loss = 0.301655, Val Loss = 0.302295, Gnorm = 0.236094, Samples = 32128256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 126000 (12.6%): Train Loss = 0.329221, Val Loss = 0.295563, Gnorm = 0.254345, Samples = 32256256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 126500 (12.7%): Train Loss = 0.303460, Val Loss = 0.302003, Gnorm = 0.240410, Samples = 32384256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 280.2
Step 127000 (12.7%): Train Loss = 0.308032, Val Loss = 0.318972, Gnorm = 0.302873, Samples = 32512256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 287.4
Step 127500 (12.8%): Train Loss = 0.309339, Val Loss = 0.338224, Gnorm = 0.280821, Samples = 32640256, LR = 1.92e-04, Steps/sec = 1.10, Samples/sec = 280.5
Step 128000 (12.8%): Train Loss = 0.305561, Val Loss = 0.314302, Gnorm = 0.236367, Samples = 32768256, LR = 1.92e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 128500 (12.9%): Train Loss = 0.304339, Val Loss = 0.330397, Gnorm = 0.204981, Samples = 32896256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 129000 (12.9%): Train Loss = 0.324547, Val Loss = 0.319056, Gnorm = 0.245947, Samples = 33024256, LR = 1.92e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 129500 (13.0%): Train Loss = 0.315702, Val Loss = 0.330701, Gnorm = 0.224143, Samples = 33152256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 287.6
Step 130000 (13.0%): Train Loss = 0.293298, Val Loss = 0.302241, Gnorm = 0.223230, Samples = 33280256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 130500 (13.1%): Train Loss = 0.296431, Val Loss = 0.313362, Gnorm = 0.329206, Samples = 33408256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 131000 (13.1%): Train Loss = 0.320670, Val Loss = 0.301695, Gnorm = 0.221865, Samples = 33536256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 279.7
Step 131500 (13.2%): Train Loss = 0.302131, Val Loss = 0.314463, Gnorm = 0.182697, Samples = 33664256, LR = 1.92e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 132000 (13.2%): Train Loss = 0.304789, Val Loss = 0.316827, Gnorm = 0.200044, Samples = 33792256, LR = 1.92e-04, Steps/sec = 1.09, Samples/sec = 279.9
Step 132500 (13.3%): Train Loss = 0.288910, Val Loss = 0.336449, Gnorm = 0.310576, Samples = 33920256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 133000 (13.3%): Train Loss = 0.351546, Val Loss = 0.299790, Gnorm = 0.246023, Samples = 34048256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.3
Step 133500 (13.4%): Train Loss = 0.303894, Val Loss = 0.286198, Gnorm = 0.288208, Samples = 34176256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 279.8
Step 134000 (13.4%): Train Loss = 0.297254, Val Loss = 0.284820, Gnorm = 0.274923, Samples = 34304256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 134500 (13.5%): Train Loss = 0.306984, Val Loss = 0.288599, Gnorm = 0.242696, Samples = 34432256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 135000 (13.5%): Train Loss = 0.306846, Val Loss = 0.308382, Gnorm = 0.279408, Samples = 34560256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 288.0
Step 135500 (13.6%): Train Loss = 0.327535, Val Loss = 0.277659, Gnorm = 0.232150, Samples = 34688256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 136000 (13.6%): Train Loss = 0.289879, Val Loss = 0.280735, Gnorm = 0.259016, Samples = 34816256, LR = 1.91e-04, Steps/sec = 1.13, Samples/sec = 288.6
Step 136500 (13.7%): Train Loss = 0.325585, Val Loss = 0.308346, Gnorm = 0.183454, Samples = 34944256, LR = 1.91e-04, Steps/sec = 1.13, Samples/sec = 288.1
Step 137000 (13.7%): Train Loss = 0.321399, Val Loss = 0.291711, Gnorm = 0.269582, Samples = 35072256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 280.0
Step 137500 (13.8%): Train Loss = 0.309298, Val Loss = 0.288112, Gnorm = 0.218184, Samples = 35200256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 138000 (13.8%): Train Loss = 0.298986, Val Loss = 0.284710, Gnorm = 0.336859, Samples = 35328256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 278.9
Step 138500 (13.9%): Train Loss = 0.341198, Val Loss = 0.290033, Gnorm = 0.363731, Samples = 35456256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 139000 (13.9%): Train Loss = 0.307529, Val Loss = 0.295677, Gnorm = 0.213771, Samples = 35584256, LR = 1.91e-04, Steps/sec = 1.09, Samples/sec = 278.4
Step 139500 (14.0%): Train Loss = 0.314928, Val Loss = 0.298340, Gnorm = 0.176617, Samples = 35712256, LR = 1.91e-04, Steps/sec = 1.12, Samples/sec = 287.9
Step 140000 (14.0%): Train Loss = 0.326403, Val Loss = 0.305944, Gnorm = 0.212715, Samples = 35840256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.0
Step 140500 (14.1%): Train Loss = 0.335878, Val Loss = 0.307681, Gnorm = 0.231586, Samples = 35968256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 279.5
Step 141000 (14.1%): Train Loss = 0.288024, Val Loss = 0.313802, Gnorm = 0.212289, Samples = 36096256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.1
Step 141500 (14.2%): Train Loss = 0.294993, Val Loss = 0.344520, Gnorm = 0.195848, Samples = 36224256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 142000 (14.2%): Train Loss = 0.319798, Val Loss = 0.297539, Gnorm = 0.269050, Samples = 36352256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 142500 (14.3%): Train Loss = 0.305237, Val Loss = 0.317309, Gnorm = 0.263254, Samples = 36480256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.7
Step 143000 (14.3%): Train Loss = 0.294199, Val Loss = 0.313669, Gnorm = 0.239485, Samples = 36608256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 143500 (14.4%): Train Loss = 0.309241, Val Loss = 0.336860, Gnorm = 0.224493, Samples = 36736256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.2
Step 144000 (14.4%): Train Loss = 0.312243, Val Loss = 0.293784, Gnorm = 0.282167, Samples = 36864256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 279.9
Step 144500 (14.5%): Train Loss = 0.320582, Val Loss = 0.315937, Gnorm = 0.217675, Samples = 36992256, LR = 1.90e-04, Steps/sec = 1.13, Samples/sec = 288.8
Step 145000 (14.5%): Train Loss = 0.292953, Val Loss = 0.315360, Gnorm = 0.209066, Samples = 37120256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 279.2
Step 145500 (14.6%): Train Loss = 0.308247, Val Loss = 0.344501, Gnorm = 0.334477, Samples = 37248256, LR = 1.90e-04, Steps/sec = 1.13, Samples/sec = 288.5
Step 146000 (14.6%): Train Loss = 0.297492, Val Loss = 0.339712, Gnorm = 0.284382, Samples = 37376256, LR = 1.90e-04, Steps/sec = 1.13, Samples/sec = 288.2
Step 146500 (14.7%): Train Loss = 0.305591, Val Loss = 0.315619, Gnorm = 0.271840, Samples = 37504256, LR = 1.90e-04, Steps/sec = 1.09, Samples/sec = 278.2
Step 147000 (14.7%): Train Loss = 0.318478, Val Loss = 0.275632, Gnorm = 0.291534, Samples = 37632256, LR = 1.90e-04, Steps/sec = 1.12, Samples/sec = 287.8
Step 147500 (14.8%): Train Loss = 0.304296, Val Loss = 0.286761, Gnorm = 0.249014, Samples = 37760256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 278.5
Step 148000 (14.8%): Train Loss = 0.300012, Val Loss = 0.269914, Gnorm = 0.265997, Samples = 37888256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 287.5
Step 148500 (14.9%): Train Loss = 0.300521, Val Loss = 0.281460, Gnorm = 0.239018, Samples = 38016256, LR = 1.89e-04, Steps/sec = 1.09, Samples/sec = 279.3
Step 149000 (14.9%): Train Loss = 0.307062, Val Loss = 0.286499, Gnorm = 0.271617, Samples = 38144256, LR = 1.89e-04, Steps/sec = 1.12, Samples/sec = 287.9
